genre,title,edition,description,date,price,rating
Adventure,Game 210,classic,Adventure awaits in this Puzzle game featuring city-building and realistic physics. Age Restriction: 6.,2002-12-15,19.12,0.4
MMORPG,Game 211,original,Embark on an epic Strategy journey where intense battles and challenging levels come together. Age Restriction: 9.,2005-01-03,60.15,8.9
Puzzle,Game 212,original,Adventure awaits in this Strategy game featuring character customization and dynamic environments. Age Restriction: 13.,2022-07-15,95.26,1.7
Puzzle,Game 213,current,A JRPG game where puzzle-solving meets endless fun for an unforgettable experience. Age Restriction: 10.,2001-04-14,39.77,4.8
Strategy,Game 214,classic,A unique JRPG game that offers sports management alongside realistic physics. Age Restriction: 9.,2020-08-13,55.99,1.4
Adventure,Game 215,classic,Dive into Simulation\ with high-speed racing and dynamic environments for a complete experience. Age Restriction: 18.,2015-04-10,51.11,7.9
RPG,Game 216,original,Embark on an epic Horror journey where intense battles and immersive soundtracks come together. Age Restriction: 10.,2015-12-16,34.76,6.1
Horror,Game 217,original,Challenge yourself in this Simulation game with city-building and dynamic environments. Age Restriction: 5.,2002-09-10,36.27,1.7
Adventure,Game 218,current,Engage in a Simulation adventure where city-building and endless fun prevail. Age Restriction: 7.,2016-04-27,50.26,3.1
Strategy,Game 219,beta,A RPG game where city-building meets realistic physics for an unforgettable experience. Age Restriction: 13.,2020-04-29,89.1,0.4
Puzzle,Game 220,current,"Dive into the world of RPG with strategic thinking, offering unmatched gameplay. Age Restriction: 18.",2016-06-27,73.36,1.8
MMORPG,Game 221,current,An innovative Adventure game that strategic thinking and multiplayer options. Age Restriction: 4.,2021-01-14,26.07,1.4
Puzzle,Game 222,current,"Experience the excitement in this Sports game, where character customization and challenging levels. Age Restriction: 16.",2015-11-25,52.31,8.1
RPG,Game 223,current,"Experience the excitement in this Simulation game, where strategic thinking and realistic physics. Age Restriction: 11.",2023-03-24,61.38,9.5
Strategy,Game 224,beta,Immerse yourself in a Adventure game that offers complex narratives and dynamic environments. Age Restriction: 12.,2010-02-02,93.24,9.7
Action,Game 225,alpha,A Horror game where city-building meets multiplayer options for an unforgettable experience. Age Restriction: 10.,2023-06-06,32.87,1.4
Sports,Game 226,current,"Explore the JRPG genre with high-speed racing, making it multiplayer options. Age Restriction: 5.",2021-10-11,21.64,1.9
Fighting,Game 227,alpha,"Unleash your potential in this Horror game, featuring intense battles and realistic physics. Age Restriction: 17.",2022-07-20,14.38,6.1
Puzzle,Game 228,beta,"Explore the MMORPG genre with sports management, making it realistic physics. Age Restriction: 8.",2023-03-01,76.18,0.1
JRPG,Game 229,current,"Dive into the world of JRPG with high-speed racing, offering challenging levels. Age Restriction: 10.",2009-10-11,98.92,6.6
Action,Game 230,alpha,"This Sports game provides strategic thinking, perfect for those who endless fun. Age Restriction: 18.",2022-04-02,28.93,8.9
JRPG,Game 231,classic,Dive into Survival\ with city-building and breathtaking visuals for a complete experience. Age Restriction: 15.,2015-04-10,46.49,7.4
Puzzle,Game 232,classic,A captivating MMORPG experience that blends high-speed racing with immersive soundtracks. Age Restriction: 16.,2018-09-04,71.67,6.6
Strategy,Game 233,beta,"Unleash your potential in this RPG game, featuring complex narratives and immersive soundtracks. Age Restriction: 9.",2005-01-05,72.73,3.2
Survival,Game 234,original,"This Action game provides high-speed racing, perfect for those who multiplayer options. Age Restriction: 9.",2014-03-10,89.37,4.7
MMORPG,Game 235,classic,Challenge yourself in this Simulation game with intense battles and endless fun. Age Restriction: 13.,2022-12-01,54.8,4.7
Action,Game 236,current,Challenge yourself in this JRPG game with character customization and dynamic environments. Age Restriction: 11.,2001-11-28,88.84,8.6
MMORPG,Game 237,alpha,"Join the adventure in this Puzzle game, where strategic thinking is paired with challenging levels. Age Restriction: 6.",2020-07-22,77.46,3.0
MMORPG,Game 238,beta,A dynamic Survival game that integrates intense battles and multiplayer options seamlessly. Age Restriction: 14.,2011-01-27,18.7,3.8
MMORPG,Game 239,alpha,Embark on an epic Action journey where strategic thinking and dynamic environments come together. Age Restriction: 10.,2020-08-04,58.95,3.7
Sports,Game 240,beta,"Experience the excitement in this Fighting game, where city-building and immersive soundtracks. Age Restriction: 6.",2001-08-03,42.2,4.3
Survival,Game 241,current,Discover the thrill of Action through character customization and dynamic environments. Age Restriction: 10.,2022-02-28,48.34,3.5
Adventure,Game 242,beta,Embark on an epic Fighting journey where character customization and dynamic environments come together. Age Restriction: 4.,2011-03-09,52.87,1.5
Horror,Game 243,alpha,An innovative Action game that strategic thinking and immersive soundtracks. Age Restriction: 16.,2017-11-27,98.16,9.5
Survival,Game 244,original,"This JRPG game offers puzzle-solving, combined with breathtaking visuals for endless excitement. Age Restriction: 18.",2013-04-09,60.41,4.3
MMORPG,Game 245,beta,"Join the adventure in this Strategy game, where intense battles is paired with dynamic environments. Age Restriction: 18.",2010-07-08,65.72,0.6
Survival,Game 246,alpha,"Experience the excitement in this Fighting game, where character customization and unmatched gameplay. Age Restriction: 3.",2002-03-14,33.5,4.4
MMORPG,Game 247,alpha,An innovative MMORPG game that strategic thinking and multiplayer options. Age Restriction: 13.,2013-09-14,13.0,6.5
Simulation,Game 248,beta,Engage in a Simulation adventure where intense battles and challenging levels prevail. Age Restriction: 16.,2022-02-02,11.45,2.9
Sports,Game 249,original,Explore the depths of Fighting with city-building and unmatched gameplay as your guide. Age Restriction: 4.,2014-12-20,90.01,7.1
JRPG,Game 250,beta,A captivating RPG experience that blends strategic thinking with multiplayer options. Age Restriction: 11.,2001-10-02,36.94,2.4
Sports,Game 251,current,Explore the depths of Action with intense battles and multiplayer options as your guide. Age Restriction: 10.,2002-08-09,19.97,3.3
Survival,Game 252,alpha,A captivating Fighting experience that blends high-speed racing with multiplayer options. Age Restriction: 17.,2016-07-14,70.33,5.3
Sports,Game 253,current,Step into the world of Action with character customization and realistic physics at your fingertips. Age Restriction: 3.,2012-09-07,23.0,6.2
Adventure,Game 254,alpha,Embark on an epic Horror journey where complex narratives and challenging levels come together. Age Restriction: 8.,2012-02-20,44.76,9.2
JRPG,Game 255,alpha,Explore the depths of Sports with strategic thinking and breathtaking visuals as your guide. Age Restriction: 17.,2022-05-29,82.25,9.3
MMORPG,Game 256,alpha,Embark on an epic Strategy journey where high-speed racing and endless fun come together. Age Restriction: 8.,2022-06-19,33.06,1.3
Fighting,Game 257,original,Prepare for an intense MMORPG experience with character customization and realistic physics. Age Restriction: 8.,2012-10-31,49.23,8.1
Survival,Game 258,beta,"Experience the excitement in this Survival game, where character customization and immersive soundtracks. Age Restriction: 17.",2005-12-02,90.21,2.0
JRPG,Game 259,original,"This Strategy game provides city-building, perfect for those who breathtaking visuals. Age Restriction: 10.",2023-08-29,96.71,5.4
MMORPG,Game 260,current,A JRPG game where sports management meets dynamic environments for an unforgettable experience. Age Restriction: 15.,2003-09-16,75.4,1.3
Action,Game 261,current,"Experience the excitement in this Puzzle game, where character customization and realistic physics. Age Restriction: 16.",2003-12-15,32.01,7.0
JRPG,Game 262,classic,"Explore the Adventure genre with city-building, making it challenging levels. Age Restriction: 16.",2008-12-10,70.71,2.8
Survival,Game 263,original,A dynamic Action game that integrates city-building and endless fun seamlessly. Age Restriction: 10.,2005-09-10,77.13,5.3
Sports,Game 264,original,This Adventure game captivates with character customization and dynamic environments at its core. Age Restriction: 17.,2016-03-28,82.68,8.8
Simulation,Game 265,alpha,Immerse yourself in a Fighting game that offers strategic thinking and unmatched gameplay. Age Restriction: 10.,2001-07-09,30.93,0.6
Horror,Game 266,classic,A unique Simulation game that offers puzzle-solving alongside dynamic environments. Age Restriction: 13.,2000-02-24,37.53,4.9
RPG,Game 267,beta,A Fighting game where intense battles meets challenging levels for an unforgettable experience. Age Restriction: 7.,2001-08-14,92.83,5.6
Horror,Game 268,classic,"Experience the excitement in this JRPG game, where strategic thinking and unmatched gameplay. Age Restriction: 9.",2020-12-03,30.9,7.5
Action,Game 269,current,Engage in a JRPG adventure where puzzle-solving and dynamic environments prevail. Age Restriction: 7.,2001-06-11,86.15,5.3
Fighting,Game 270,classic,Engage in a RPG adventure where city-building and breathtaking visuals prevail. Age Restriction: 8.,2009-07-31,86.73,6.2
Horror,Game 271,classic,"Explore the JRPG genre with strategic thinking, making it endless fun. Age Restriction: 15.",2012-08-11,69.21,5.3
Strategy,Game 272,original,Explore the depths of Fighting with puzzle-solving and multiplayer options as your guide. Age Restriction: 10.,2015-06-16,62.41,0.8
MMORPG,Game 273,original,Embark on an epic Strategy journey where sports management and endless fun come together. Age Restriction: 13.,2010-10-12,80.45,3.2
MMORPG,Game 274,original,Experience a new level of Puzzle with sports management and unmatched gameplay. Age Restriction: 5.,2015-07-27,98.56,0.2
RPG,Game 275,current,"Immerse yourself in this MMORPG game, where city-building meets immersive soundtracks. Age Restriction: 14.",2022-03-03,17.51,9.9
Sports,Game 276,alpha,"Dive into the world of Strategy with complex narratives, offering breathtaking visuals. Age Restriction: 18.",2000-10-12,71.86,7.5
Strategy,Game 277,current,Explore the depths of RPG with sports management and endless fun as your guide. Age Restriction: 10.,2012-10-09,61.24,9.1
MMORPG,Game 278,current,Challenge yourself in this Survival game with intense battles and breathtaking visuals. Age Restriction: 7.,2016-11-30,55.2,8.3
Action,Game 279,classic,Experience a new level of Survival with city-building and multiplayer options. Age Restriction: 8.,2018-07-15,67.6,7.8
Puzzle,Game 280,alpha,A thrilling Survival game featuring high-speed racing and endless fun. Age Restriction: 17.,2016-01-04,80.98,1.2
Strategy,Game 281,current,"Explore the Simulation genre with sports management, making it immersive soundtracks. Age Restriction: 6.",2003-03-05,24.63,6.7
Adventure,Game 282,beta,Prepare for an intense JRPG experience with high-speed racing and dynamic environments. Age Restriction: 6.,2001-03-08,21.3,7.3
Simulation,Game 283,classic,Dive into Simulation\ with city-building and breathtaking visuals for a complete experience. Age Restriction: 10.,2000-08-31,73.43,0.2
Action,Game 284,classic,A Fighting game where city-building meets immersive soundtracks for an unforgettable experience. Age Restriction: 5.,2007-02-27,99.18,8.4
JRPG,Game 285,beta,Prepare for an intense MMORPG experience with character customization and dynamic environments. Age Restriction: 6.,2006-03-30,12.3,6.4
Horror,Game 286,beta,Discover the thrill of RPG through character customization and breathtaking visuals. Age Restriction: 8.,2011-10-13,36.67,7.1
Survival,Game 287,current,This Fighting game captivates with high-speed racing and realistic physics at its core. Age Restriction: 5.,2001-01-22,48.97,4.4
Strategy,Game 288,classic,This Adventure game captivates with character customization and breathtaking visuals at its core. Age Restriction: 9.,2006-04-16,80.4,8.9
Action,Game 289,original,An engaging Horror game that brings strategic thinking and multiplayer options to life. Age Restriction: 17.,2014-03-14,61.21,6.5
JRPG,Game 290,alpha,"Explore the Adventure genre with city-building, making it endless fun. Age Restriction: 15.",2022-12-03,65.57,0.3
